অইংবা	অ_beg ইং_mid বা_end
পুম্নামক্	পুম্_beg না_mid মক্_end
পুম্পেন	পুম্_beg পেন_end
পুম্পেন্	পুম্_beg পেন্_end
পুম্বসি	পুম্_beg ব_mid সি_end
পুম্বা	পুম্_beg বা_end
পুম্মম	পুম্_beg মম_end
পুম্মম্	পুম্_beg মম্_end
পুম্মুত	পুম্_beg মুত_end
পুম্মুত্	পুম্_beg মুত্_end
পুম্লং	পুম্_beg লং_end
পুম্লমালে	পুম্_beg ল_mid মা_mid লে_end
পুম্লুপ	পুম্_beg লুপ_end
পুম্লুপ্	পুম্_beg লুপ্_end
পুম্লোই	পুম্_beg লোই_end
পুম্শুম	পুম্_beg শুম_end
পুম্শুম্	পুম্_beg শুম্_end
পুম্সি	পুম্_beg সি_end
পুয়া	পু_beg য়া_end
পুরক্ই	পু_beg রক্_mid ই_end
পুরক্ইসি	পু_beg রক্_mid ই_mid সি_end
পুরক্উ	পু_beg রক্_mid উ_end
পুরক্কদবনি	পু_beg রক্_mid ক_mid দ_mid ব_mid নি_end
পুরক্কে	পু_beg রক্_mid কে_end
পুরক্খো	পু_beg রক্_mid খো_end
পুরক্তুনা	পু_beg রক্_mid তু_mid না_end
পুরক্ত্রবদি	পু_beg রক্_mid ত্র_mid ব_mid দি_end
পুরক্নবা	পু_beg রক্_mid ন_mid বা_end
পুরক্পদা	পু_beg রক্_mid প_mid দা_end
পুরক্পনি	পু_beg রক্_mid প_mid নি_end
পুরক্পা	পু_beg রক্_mid পা_end
পুরক্পোইরে	পু_beg রক্_mid পোই_mid রে_end
পুরক্লগা	পু_beg রক্_mid ল_mid গা_end
পুরক্লগে	পু_beg রক্_mid ল_mid গে_end
পুরক্লিবা	পু_beg রক্_mid লি_mid বা_end
পুরক্লে	পু_beg রক্_mid লে_end
পুরক্সি	পু_beg রক্_mid সি_end
পুরগা	পু_beg র_mid গা_end
পুরদুনা	পু_beg র_mid দু_mid না_end
পুরিবা	পু_beg রি_mid বা_end
পুরীগী	পু_beg রী_mid গী_end
পুলিশ	পু_beg লিশ_end
পুলিসকি	পু_beg লিস_mid কি_end
পুলিসনসু	পু_beg লিস_mid ন_mid সু_end
পুলিসনা	পু_beg লিস_mid না_end
পুলিস	পু_beg লিস_end
পুলিসমেনঅনী	পু_beg লিস_mid মেন_mid অ_mid নী_end
পুলিসমেন	পু_beg লিস_mid মেন_end
পুল্লপ	পুল্_beg লপ_end
পুল্লপ্না	পুল্_beg লপ্_mid না_end
পুল্লপ্	পুল্_beg লপ্_end
পুল্লৈগা	পুল্_beg লৈ_mid গা_end
পুল্লৈ	পুল্_beg লৈ_end
পুশিন্দুনা	পু_beg শিন্_mid দু_mid না_end
পুশিল্লকখিবননো	পু_beg শিল্_mid লক_mid খি_mid ব_mid ন_mid নো_end
পুশিল্লক্পোই	পু_beg শিল্_mid লক্_mid পোই_end
পুশিল্লক্পোইরে	পু_beg শিল্_mid লক্_mid পোই_mid রে_end
পুশিল্লক্লগা	পু_beg শিল্_mid লক্_mid ল_mid গা_end
পুশিল্লগা	পু_beg শিল্_mid ল_mid গা_end
পুশিল্লে	পু_beg শিল্_mid লে_end
পুহল্লে	পু_beg হল্_mid লে_end
পূকৈ	পূ_beg কৈ_end
পূক্চেল	পূক্_beg চেল_end
পূক্চেল্	পূক্_beg চেল্_end
পূক্নিং	পূক্_beg নিং_end
পূখত্লবা	পূ_beg খত্_mid ল_mid বা_end
পূখ্রিগী	পূ_beg খ্রি_mid গী_end
পূখ্রিদুগী	পূ_beg খ্রি_mid দু_mid গী_end
পূখ্রি	পূ_beg খ্রি_end
পূখ্রী	পূ_beg খ্রী_end
পূগনি	পূ_beg গ_mid নি_end
পূথোকপা	পূ_beg থোক_mid পা_end
পূন্দুনা	পূন্_beg দু_mid না_end
পূন্না	পূন্_beg না_end
পূন্সিগী	পূন্_beg সি_mid গী_end
পূম্ওন্	পূম্_beg ওন্_end
পূম্ঙক	পূম্_beg ঙক_end
পূম্ঙক্	পূম্_beg ঙক্_end
পূম্চাই	পূম্_beg চাই_end
পূম্থন্	পূম্_beg থন্_end
পূম্নমক	পূম্_beg ন_mid মক_end
পূম্নমক্কী	পূম্_beg ন_mid মক্_mid কী_end
পূম্নমক্তগী	পূম্_beg ন_mid মক্_mid ত_mid গী_end
পূম্নমক্না	পূম্_beg ন_mid মক্_mid না_end
পূম্নমক্পু	পূম্_beg ন_mid মক্_mid পু_end
পূম্নমক্	পূম্_beg ন_mid মক্_end
পূম্নমক্সি	পূম্_beg ন_mid মক্_mid সি_end
পূম্বা	পূম্_beg বা_end
পূম্শং	পূম্_beg শং_end
পূম্শুম	পূম্_beg শুম_end
পূম্শুম্	পূম্_beg শুম্_end
পূম্হেল্	পূম্_beg হেল্_end
পূরগা	পূ_beg র_mid গা_end
পূলিসতা	পূ_beg লিস_mid তা_end
পূলিসনা	পূ_beg লিস_mid না_end
পূলিস	পূ_beg লিস_end
পৃথিবীগী	পৃ_beg থি_mid বী_mid গী_end
পৃথিবীদা	পৃ_beg থি_mid বী_mid দা_end
পেক	পেক_beg
পেকেত	পে_beg কেত_end
পেক্	পেক্_beg
পেত	পেত_beg
পেত্থরক্খি	পেত্_beg থ_mid রক্_mid খি_end
পেত্	পেত্_beg
পেত্রা	পে_beg ত্রা_end
পেত্রোল	পে_beg ত্রোল_end
পেনা	পে_beg না_end
পেনেট্ট	পে_beg নেট্ট_end
পেনেট্টানা	পে_beg নেট্_mid টা_mid না_end
পেনেট্টা	পে_beg নেট্_mid টা_end
পেনেল্লিং	পে_beg নেল্_mid লিং_end
পেন্খ্রে	পেন্_beg খ্রে_end
পেন্খ্রে্	পেন্_beg খ্রে্_end
পেন্জরগে	পেন্_beg জ_mid র_mid গে_end
পেন্জরবোইরে	পেন্_beg জ_mid র_mid বোই_mid রে_end
পেন্জরে	পেন্_beg জ_mid রে_end
পেন্তিং	পেন্_beg তিং_end
পেন্নখি	পেন্_beg ন_mid খি_end
পেন্নখ্রে	পেন্_beg ন_mid খ্রে_end
পেন্না	পেন্_beg না_end
পেন্বগী	পেন্_beg ব_mid গী_end
পেন্বীরদুনা	পেন্_beg বী_mid র_mid দু_mid না_end
পে	পে_beg _end
পেবেত	পে_beg বেত_end
পেবেত্কি	পে_beg বেত্_mid কি_end
পেবেত্তূ	পে_beg বেত্_mid তূ_end
পেবেত্তো	পে_beg বেত্_mid তো_end
পেবেত্না	পে_beg বেত্_mid না_end
পেবেত্পানা	পে_beg বেত্_mid পা_mid না_end
পেবেত্পা	পে_beg বেত্_mid পা_end
পেবেত্	পে_beg বেত্_end
পেবেত্মচাশিং	পে_beg বেত্_mid ম_mid চা_mid শিং_end
পেবেত্লাবনা	পে_beg বেত্_mid লা_mid ব_mid না_end
পেবেত্লোম্দা	পে_beg বেত্_mid লোম্_mid দা_end
পেম্মা	পেম্_beg মা_end
পেরবোইরে	পে_beg র_mid বোই_mid রে_end
পেরি	পে_beg রি_end
পেরিস	পে_beg রিস_end
পেরে	পে_beg রে_end
পেরোল	পে_beg রোল_end
পেল্লদুনা	পেল্_beg ল_mid দু_mid না_end
পেল্লবা	পেল্_beg ল_mid বা_end
পেল্লিদি	পেল্_beg লি_mid দি_end
পেল্লে	পেল্_beg লে_end
পেল্হৌদে	পেল্_beg হৌ_mid দে_end
পেসাৱর	পে_beg সা_mid ৱর_end
পেসেঞ্জর	পে_beg সেঞ্_mid জর_end
পৈদুনা	পৈ_beg দু_mid না_end
পৈবা	পৈ_beg বা_end
পৈরম্গদবনি	পৈ_beg রম্_mid গ_mid দ_mid ব_mid নি_end
পৈরেদো	পৈ_beg রে_mid দো_end
পৈশা	পৈ_beg শা_end
পৈশিন্দুনা	পৈ_beg শিন্_mid দু_mid না_end
পৈশিল্লম্বদু	পৈ_beg শিল্_mid লম্_mid ব_mid দু_end
পৈশিল্লম্লগা	পৈ_beg শিল্_mid লম্_mid ল_mid গা_end
পৈশীন্দুনা	পৈ_beg শীন্_mid দু_mid না_end
পোইত্রি	পোই_beg ত্রি_end
পোইনু	পোই_beg নু_end
পোইন্ট	পোইন্ট_beg
পোইন্ত্	পোইন্ত্_beg
পোইরৈ	পোই_beg রৈ_end
পোইরৌপাত্তা	পোই_beg রৌ_mid পাত্_mid তা_end
পোউদোংনু	পোউ_beg দোং_mid নু_end
পোং	পোং_beg
পোংলপ্না	পোং_beg লপ্_mid না_end
পোকখায়বগী	পোক_beg খায়_mid ব_mid গী_end
পোকখায়রকপদা	পোক_beg খায়_mid রক_mid প_mid দা_end
পোকখায়হনখি	পোক_beg খায়_mid হন_mid খি_end
পোকখায়হনবনো	পোক_beg খায়_mid হন_mid ব_mid নো_end
পোক	পোক_beg
পোক্ই	পোক্_beg ই_end
পোক্কদবা	পোক্_beg ক_mid দ_mid বা_end
পোক্কদৌবগী	পোক্_beg ক_mid দৌ_mid ব_mid গী_end
পোক্কদৌরিবা	পোক্_beg ক_mid দৌ_mid রি_mid বা_end
পোক্কদৌরে	পোক্_beg ক_mid দৌ_mid রে_end
পোক্খি	পোক্_beg খি_end
পোক্খিবা	পোক্_beg খি_mid বা_end
পোক্খ্রে	পোক্_beg খ্রে_end
পোক্চবা	পোক্_beg চ_mid বা_end
পোক্চবী	পোক্_beg চ_mid বী_end
পোক্চরে	পোক্_beg চ_mid রে_end
পোক্তনা	পোক্_beg ত_mid না_end
পোক্তবীগী	পোক্_beg ত_mid বী_mid গী_end
পোক্তবীদি	পোক্_beg ত_mid বী_mid দি_end
পোক্তবীদুসু	পোক্_beg ত_mid বী_mid দু_mid সু_end
পোক্তবীনা	পোক্_beg ত_mid বী_mid না_end
পোক্তবী	পোক্_beg ত_mid বী_end
পোক্তা	পোক্_beg তা_end
পোক্তুনা	পোক্_beg তু_mid না_end
পোক্তে	পোক্_beg তে_end
পোক্ত্রিঙৈগী	পোক্_beg ত্রি_mid ঙৈ_mid গী_end
পোক্ত্রিঙৈদগী	পোক্_beg ত্রি_mid ঙৈ_mid দ_mid গী_end
পোক্ত্রেদো	পোক্_beg ত্রে_mid দো_end
পোক্থোক্লে	পোক্_beg থোক্_mid লে_end
পোক্নফম	পোক্_beg ন_mid ফম_end
পোক্নরক্তুনা	পোক্_beg ন_mid রক্_mid তু_mid না_end
পোক্পগী	পোক্_beg প_mid গী_end
